trip_year,trip_month,trips_made,from_station_name,usertype,rn
2019,1,1899,Canal St & Adams St,Subscriber,3
2019,1,1350,Canal St & Madison St,Subscriber,4
2019,1,1295,Columbus Dr & Randolph St,Subscriber,5
2019,1,1290,Kingsbury St & Kinzie St,Subscriber,6
2019,1,1154,Michigan Ave & Washington St,Subscriber,7
2019,1,992,Franklin St & Monroe St,Subscriber,8
2019,1,950,Larrabee St & Kingsbury St,Subscriber,9
2019,1,939,Dearborn St & Monroe St,Subscriber,10
2019,2,2160,Clinton St & Washington Blvd,Subscriber,1
2019,2,1902,Clinton St & Madison St,Subscriber,2
2019,2,1760,Canal St & Adams St,Subscriber,3
2019,2,1227,Canal St & Madison St,Subscriber,4
2019,2,1222,Columbus Dr & Randolph St,Subscriber,5
2019,2,1187,Kingsbury St & Kinzie St,Subscriber,6
2019,2,1071,Franklin St & Monroe St,Subscriber,7
2019,2,1062,Michigan Ave & Washington St,Subscriber,8
2019,2,946,LaSalle St & Jackson Blvd,Subscriber,9
2019,2,931,Dearborn St & Monroe St,Subscriber,10
2019,2,931,Clinton St & Lake St,Subscriber,10
2019,3,3142,Clinton St & Washington Blvd,Subscriber,1
2019,3,2552,Canal St & Adams St,Subscriber,2
2019,3,2498,Clinton St & Madison St,Subscriber,3
2019,3,1899,Columbus Dr & Randolph St,Subscriber,4
2019,3,1884,Canal St & Madison St,Subscriber,5
2019,3,1751,Kingsbury St & Kinzie St,Subscriber,6
2019,3,1430,Michigan Ave & Washington St,Subscriber,7
2019,3,1365,Franklin St & Monroe St,Subscriber,8
2019,3,1327,LaSalle St & Jackson Blvd,Subscriber,9
2019,3,1284,Larrabee St & Kingsbury St,Subscriber,10
2019,4,3978,Clinton St & Washington Blvd,Subscriber,1
2019,4,3796,Canal St & Adams St,Subscriber,2
2019,4,3594,Clinton St & Madison St,Subscriber,3
2019,4,2758,Columbus Dr & Randolph St,Subscriber,4
2019,4,2590,Canal St & Madison St,Subscriber,5
2019,4,2518,Franklin St & Monroe St,Subscriber,6
2019,4,2359,Daley Center Plaza,Subscriber,7
2019,4,2292,Kingsbury St & Kinzie St,Subscriber,8
2019,4,1849,Orleans St & Merchandise Mart Plaza,Subscriber,9
2019,4,1720,Clinton St & Lake St,Subscriber,10
2019,5,4701,Canal St & Adams St,Subscriber,1
2019,5,4413,Clinton St & Washington Blvd,Subscriber,2
2019,5,4313,Clinton St & Madison St,Subscriber,3
2019,5,3342,Columbus Dr & Randolph St,Subscriber,4
2019,5,3098,Franklin St & Monroe St,Subscriber,5
2019,5,2986,Daley Center Plaza,Subscriber,6
2019,5,2939,Canal St & Madison St,Subscriber,7
2019,5,2720,Kingsbury St & Kinzie St,Subscriber,8
2019,5,2199,Orleans St & Merchandise Mart Plaza,Subscriber,9
2019,5,2118,Michigan Ave & Washington St,Subscriber,10
2019,6,5436,Canal St & Adams St,Subscriber,1
2019,6,4860,Clinton St & Madison St,Subscriber,2
2019,6,4588,Clinton St & Washington Blvd,Subscriber,3
2019,6,3701,Daley Center Plaza,Subscriber,4
2019,6,3596,Franklin St & Monroe St,Subscriber,5
2019,6,3438,Columbus Dr & Randolph St,Subscriber,6
2019,6,3352,Kingsbury St & Kinzie St,Subscriber,7
2019,6,2968,Canal St & Madison St,Subscriber,8
2019,6,2963,Michigan Ave & Washington St,Subscriber,9
2019,6,2769,Theater on the Lake,Subscriber,10
2019,7,5891,Canal St & Adams St,Subscriber,1
2019,7,5429,Clinton St & Madison St,Subscriber,2
2019,7,4976,Clinton St & Washington Blvd,Subscriber,3
2019,7,4162,Daley Center Plaza,Subscriber,4
2019,7,3826,Lake Shore Dr & North Blvd,Subscriber,5
2019,7,3709,Kingsbury St & Kinzie St,Subscriber,6
2019,7,3650,Franklin St & Monroe St,Subscriber,7
2019,7,3633,Theater on the Lake,Subscriber,8
2019,7,3607,Michigan Ave & Washington St,Subscriber,9
2019,7,3369,Columbus Dr & Randolph St,Subscriber,10
2019,8,6240,Canal St & Adams St,Subscriber,1
2019,8,6054,Clinton St & Madison St,Subscriber,2
2019,8,5349,Clinton St & Washington Blvd,Subscriber,3
2019,8,4479,Daley Center Plaza,Subscriber,4
2019,8,4295,Franklin St & Monroe St,Subscriber,5
2019,8,3917,Kingsbury St & Kinzie St,Subscriber,6
2019,8,3867,Columbus Dr & Randolph St,Subscriber,7
2019,8,3390,Michigan Ave & Washington St,Subscriber,8
2019,8,3356,Theater on the Lake,Subscriber,9
2019,8,3313,Lake Shore Dr & North Blvd,Subscriber,10
2019,9,5998,Canal St & Adams St,Subscriber,1
2019,9,5495,Clinton St & Madison St,Subscriber,2
2019,9,5044,Clinton St & Washington Blvd,Subscriber,3
2019,9,4138,Daley Center Plaza,Subscriber,4
2019,9,3844,Franklin St & Monroe St,Subscriber,5
2019,9,3563,Kingsbury St & Kinzie St,Subscriber,6
2019,9,3413,Columbus Dr & Randolph St,Subscriber,7
2019,9,3181,Michigan Ave & Washington St,Subscriber,8
2019,9,3006,Canal St & Madison St,Subscriber,9
2019,9,2838,LaSalle St & Jackson Blvd,Subscriber,10
2019,10,6161,Canal St & Adams St,Subscriber,1
2019,10,4935,Clinton St & Madison St,Subscriber,2
2019,10,4633,Clinton St & Washington Blvd,Subscriber,3
2019,10,3435,Franklin St & Monroe St,Subscriber,4
2019,10,3312,Columbus Dr & Randolph St,Subscriber,5
2019,10,3177,Kingsbury St & Kinzie St,Subscriber,6
2019,10,3110,Daley Center Plaza,Subscriber,7
2019,10,2704,Michigan Ave & Washington St,Subscriber,8
2019,10,2583,LaSalle St & Jackson Blvd,Subscriber,9
2019,10,2560,Canal St & Madison St,Subscriber,10
2019,11,3311,Canal St & Adams St,Subscriber,1
2019,11,2603,Clinton St & Madison St,Subscriber,2
2019,11,2599,Clinton St & Washington Blvd,Subscriber,3
2019,11,1890,Kingsbury St & Kinzie St,Subscriber,4
2019,11,1835,Columbus Dr & Randolph St,Subscriber,5
2019,11,1609,Franklin St & Monroe St,Subscriber,6
2019,11,1468,Larrabee St & Kingsbury St,Subscriber,7
2019,11,1423,Clinton St & Lake St,Subscriber,8
2019,11,1376,LaSalle St & Jackson Blvd,Subscriber,9
2019,11,1361,Daley Center Plaza,Subscriber,10
2019,12,2824,Canal St & Adams St,Subscriber,1
2019,12,2359,Clinton St & Madison St,Subscriber,2
2019,12,2184,Clinton St & Washington Blvd,Subscriber,3
2019,12,1802,Kingsbury St & Kinzie St,Subscriber,4
2019,12,1619,Columbus Dr & Randolph St,Subscriber,5
2019,12,1355,Franklin St & Monroe St,Subscriber,6
2019,12,1251,LaSalle St & Jackson Blvd,Subscriber,7
2019,12,1241,Larrabee St & Kingsbury St,Subscriber,8
2019,12,1220,Daley Center Plaza,Subscriber,9
2019,12,1212,Clinton St & Lake St,Subscriber,10
2020,1,3161,Canal St & Adams St,Subscriber,1
2020,1,2770,Clinton St & Madison St,Subscriber,2
2020,1,2376,Clinton St & Washington Blvd,Subscriber,3
2020,1,1839,Kingsbury St & Kinzie St,Subscriber,4
2020,1,1585,Columbus Dr & Randolph St,Subscriber,5
2020,1,1422,Franklin St & Monroe St,Subscriber,6
2020,1,1394,Canal St & Madison St,Subscriber,7
2020,1,1361,Larrabee St & Kingsbury St,Subscriber,8
2020,1,1318,Clinton St & Lake St,Subscriber,9
2020,1,1289,LaSalle St & Jackson Blvd,Subscriber,10
2020,2,2686,Canal St & Adams St,Subscriber,1
2020,2,2263,Clinton St & Madison St,Subscriber,2
2020,2,2003,Clinton St & Washington Blvd,Subscriber,3
2020,2,1521,Kingsbury St & Kinzie St,Subscriber,4
2020,2,1376,Columbus Dr & Randolph St,Subscriber,5
2020,2,1228,Clinton St & Lake St,Subscriber,6
2020,2,1208,Franklin St & Monroe St,Subscriber,7
2020,2,1199,Larrabee St & Kingsbury St,Subscriber,8
2020,2,1170,Canal St & Madison St,Subscriber,9
2020,2,1085,Michigan Ave & Washington St,Subscriber,10
2020,3,1692,Canal St & Adams St,Subscriber,1
2020,3,1459,Clinton St & Madison St,Subscriber,2
2020,3,1399,Clinton St & Washington Blvd,Subscriber,3
2020,3,1096,Kingsbury St & Kinzie St,Subscriber,4
2020,3,1090,Columbus Dr & Randolph St,Subscriber,5
2020,3,917,Clark St & Elm St,Subscriber,6
2020,3,913,Franklin St & Monroe St,Subscriber,7
2020,3,866,Desplaines St & Kinzie St,Subscriber,8
2020,3,849,St. Clair St & Erie St,Subscriber,9
2020,3,838,Clinton St & Lake St,Subscriber,10
2020,4,594,Clark St & Elm St,Subscriber,1
2020,4,587,St. Clair St & Erie St,Subscriber,2
2020,4,534,Dearborn St & Erie St,Subscriber,3
2020,4,510,Desplaines St & Kinzie St,Subscriber,4
2020,4,447,Clark St & Armitage Ave,Subscriber,5
2020,4,439,Broadway & Barry Ave,Subscriber,6
2020,4,414,Stockton Dr & Wrightwood Ave,Subscriber,7
2020,4,403,Wabash Ave & Grand Ave,Subscriber,8
2020,4,402,Columbus Dr & Randolph St,Subscriber,9
2020,4,400,Clark St & Schiller St,Subscriber,10
2020,5,1028,Clark St & Elm St,Subscriber,1
2020,5,936,St. Clair St & Erie St,Subscriber,2
2020,5,899,Larrabee St & Webster Ave,Subscriber,3
2020,5,883,Dearborn St & Erie St,Subscriber,4
2020,5,852,Broadway & Barry Ave,Subscriber,5
2020,5,852,Clark St & Schiller St,Subscriber,5
2020,5,805,Clark St & Armitage Ave,Subscriber,6
2020,5,805,Dearborn Pkwy & Delaware Pl,Subscriber,6
2020,5,802,Stockton Dr & Wrightwood Ave,Subscriber,7
2020,5,774,Desplaines St & Kinzie St,Subscriber,8
2020,5,772,Wells St & Concord Ln,Subscriber,9
2020,5,757,Indiana Ave & Roosevelt Rd,Subscriber,10
2020,6,1798,Clark St & Elm St,Subscriber,1
2020,6,1617,Broadway & Barry Ave,Subscriber,2
2020,6,1581,Lake Shore Dr & North Blvd,Subscriber,3
2020,6,1411,Lake Shore Dr & Wellington Ave,Subscriber,4
2020,6,1408,Wells St & Concord Ln,Subscriber,5
2020,6,1397,St. Clair St & Erie St,Subscriber,6
2020,6,1379,Wells St & Elm St,Subscriber,7
2020,6,1364,Clark St & Lincoln Ave,Subscriber,8
2020,6,1354,Larrabee St & Webster Ave,Subscriber,9
2020,6,1346,Clark St & Armitage Ave,Subscriber,10
2020,7,3013,Theater on the Lake,Subscriber,1
2020,7,2870,Lake Shore Dr & North Blvd,Subscriber,2
2020,7,2869,Clark St & Elm St,Subscriber,3
2020,7,2501,Burnham Harbor,Subscriber,4
2020,7,2359,Lake Shore Dr & Wellington Ave,Subscriber,5
2020,7,2153,Broadway & Barry Ave,Subscriber,6
2020,7,2150,Dearborn St & Erie St,Subscriber,7
2020,7,2028,Wells St & Concord Ln,Subscriber,8
2020,7,2024,Lake Shore Dr & Diversey Pkwy,Subscriber,9
2020,7,2021,Lakefront Trail & Bryn Mawr Ave,Subscriber,10
2020,8,4068,,Subscriber,1
2020,8,4038,Theater on the Lake,Subscriber,2
2020,8,3271,Clark St & Elm St,Subscriber,3
2020,8,2831,Lake Shore Dr & North Blvd,Subscriber,4
2020,8,2701,Broadway & Barry Ave,Subscriber,5
2020,8,2698,Lake Shore Dr & Wellington Ave,Subscriber,6
2020,8,2587,Wells St & Concord Ln,Subscriber,7
2020,8,2395,Clark St & Armitage Ave,Subscriber,8
2020,8,2336,Burnham Harbor,Subscriber,9
2020,8,2275,Kingsbury St & Kinzie St,Subscriber,10
2020,9,10449,,Subscriber,1
2020,9,2842,Clark St & Elm St,Subscriber,2
2020,9,2553,Theater on the Lake,Subscriber,3
2020,9,2412,Broadway & Barry Ave,Subscriber,4
2020,9,2298,Wells St & Concord Ln,Subscriber,5
2020,9,2172,Kingsbury St & Kinzie St,Subscriber,6
2020,9,2143,Clark St & Armitage Ave,Subscriber,7
2020,9,2121,Wells St & Elm St,Subscriber,8
2020,9,2101,Wells St & Huron St,Subscriber,9
2020,9,2086,St. Clair St & Erie St,Subscriber,10
2020,10,17186,,Subscriber,1
2020,10,2363,Clark St & Elm St,Subscriber,2
2020,10,1834,Kingsbury St & Kinzie St,Subscriber,3
2020,10,1822,Wells St & Elm St,Subscriber,4
2020,10,1790,Broadway & Barry Ave,Subscriber,5
2020,10,1768,Wells St & Concord Ln,Subscriber,6
2020,10,1716,St. Clair St & Erie St,Subscriber,7
2020,10,1685,Dearborn St & Erie St,Subscriber,8
2020,10,1682,Wells St & Huron St,Subscriber,9
2020,10,1641,Desplaines St & Kinzie St,Subscriber,10
2020,11,14514,,Subscriber,1
2020,11,1619,Clark St & Elm St,Subscriber,2
2020,11,1296,Kingsbury St & Kinzie St,Subscriber,3
2020,11,1277,St. Clair St & Erie St,Subscriber,4
2020,11,1241,Broadway & Barry Ave,Subscriber,5
2020,11,1204,Wells St & Huron St,Subscriber,6
2020,11,1191,Dearborn St & Erie St,Subscriber,7
2020,11,1146,Desplaines St & Kinzie St,Subscriber,8
2020,11,1097,Wells St & Concord Ln,Subscriber,9
2020,11,1059,Theater on the Lake,Subscriber,10
2020,11,1059,Wells St & Elm St,Subscriber,10
2020,12,7868,,Subscriber,1
2020,12,1011,Clark St & Elm St,Subscriber,2
2020,12,878,Dearborn St & Erie St,Subscriber,3
2020,12,835,Kingsbury St & Kinzie St,Subscriber,4
2020,12,802,St. Clair St & Erie St,Subscriber,5
2020,12,775,Desplaines St & Kinzie St,Subscriber,6
2020,12,745,Columbus Dr & Randolph St,Subscriber,7
2020,12,741,Wells St & Huron St,Subscriber,8
2020,12,683,Broadway & Barry Ave,Subscriber,9
2020,12,675,Wells St & Concord Ln,Subscriber,10
2021,1,6215,,Subscriber,1
2021,1,828,Clark St & Elm St,Subscriber,2
2021,1,789,Dearborn St & Erie St,Subscriber,3
2021,1,708,Wells St & Huron St,Subscriber,4
2021,1,687,Kingsbury St & Kinzie St,Subscriber,5
2021,1,681,St. Clair St & Erie St,Subscriber,6
2021,1,622,Columbus Dr & Randolph St,Subscriber,7
2021,1,585,Desplaines St & Kinzie St,Subscriber,8
2021,1,550,Wells St & Elm St,Subscriber,9
2021,1,543,Wells St & Concord Ln,Subscriber,10
2021,2,3004,,Subscriber,1
2021,2,427,Clark St & Elm St,Subscriber,2
2021,2,425,Dearborn St & Erie St,Subscriber,3
2021,2,398,St. Clair St & Erie St,Subscriber,4
2021,2,342,Columbus Dr & Randolph St,Subscriber,5
2021,2,326,Wells St & Elm St,Subscriber,6
2021,2,319,Clinton St & Madison St,Subscriber,7
2021,2,317,Kingsbury St & Kinzie St,Subscriber,8
2021,2,303,Broadway & Waveland Ave,Subscriber,9
2021,2,283,Wells St & Huron St,Subscriber,10
2021,3,9406,,Subscriber,1
2021,3,1313,Clark St & Elm St,Subscriber,2
2021,3,1141,Kingsbury St & Kinzie St,Subscriber,3
2021,3,1113,Dearborn St & Erie St,Subscriber,4
2021,3,1081,Wells St & Concord Ln,Subscriber,5
2021,3,1044,Wells St & Elm St,Subscriber,6
2021,3,963,Wells St & Huron St,Subscriber,7
2021,3,925,St. Clair St & Erie St,Subscriber,8
2021,3,890,Broadway & Barry Ave,Subscriber,9
2021,3,868,Desplaines St & Kinzie St,Subscriber,10
2021,4,15113,,Subscriber,1
2021,4,1678,Clark St & Elm St,Subscriber,2
2021,4,1586,Wells St & Concord Ln,Subscriber,3
2021,4,1499,Wells St & Elm St,Subscriber,4
2021,4,1494,Kingsbury St & Kinzie St,Subscriber,5
2021,4,1410,St. Clair St & Erie St,Subscriber,6
2021,4,1410,Dearborn St & Erie St,Subscriber,6
2021,4,1309,Wells St & Huron St,Subscriber,7
2021,4,1267,Broadway & Barry Ave,Subscriber,8
2021,4,1205,Desplaines St & Kinzie St,Subscriber,9
2021,4,1166,Columbus Dr & Randolph St,Subscriber,10
2021,5,27054,,Subscriber,1
2021,5,2232,Clark St & Elm St,Subscriber,2
2021,5,2154,Wells St & Concord Ln,Subscriber,3
2021,5,2055,Kingsbury St & Kinzie St,Subscriber,4
2021,5,1970,Wells St & Elm St,Subscriber,5
2021,5,1765,Dearborn St & Erie St,Subscriber,6
2021,5,1740,Streeter Dr & Grand Ave,Subscriber,7
2021,5,1724,Wells St & Huron St,Subscriber,8
2021,5,1659,Theater on the Lake,Subscriber,9
2021,5,1629,Lake Shore Dr & North Blvd,Subscriber,10
2021,6,36119,,Subscriber,1
2021,6,3274,Clark St & Elm St,Subscriber,2
2021,6,3128,Lake Shore Dr & North Blvd,Subscriber,3
2021,6,3027,Wells St & Concord Ln,Subscriber,4
2021,6,2807,Kingsbury St & Kinzie St,Subscriber,5
2021,6,2535,Wells St & Elm St,Subscriber,6
2021,6,2488,Streeter Dr & Grand Ave,Subscriber,7
2021,6,2411,Clark St & Lincoln Ave,Subscriber,8
2021,6,2325,Wells St & Huron St,Subscriber,9
2021,6,2290,Dearborn St & Erie St,Subscriber,10
2021,7,38613,,Subscriber,1
2021,7,3258,Wells St & Concord Ln,Subscriber,2
2021,7,3099,Clark St & Elm St,Subscriber,3
2021,7,2806,Wells St & Elm St,Subscriber,4
2021,7,2718,Kingsbury St & Kinzie St,Subscriber,5
2021,7,2653,Streeter Dr & Grand Ave,Subscriber,6
2021,7,2444,Theater on the Lake,Subscriber,7
2021,7,2355,Clark St & Lincoln Ave,Subscriber,8
2021,7,2305,Michigan Ave & Oak St,Subscriber,9
2021,7,2299,Clark St & Armitage Ave,Subscriber,10
2021,8,40161,,Subscriber,1
2021,8,3308,DuSable Lake Shore Dr & North Blvd,Subscriber,2
2021,8,3274,Wells St & Concord Ln,Subscriber,3
2021,8,2891,Clark St & Elm St,Subscriber,4
2021,8,2874,Kingsbury St & Kinzie St,Subscriber,5
2021,8,2823,Theater on the Lake,Subscriber,6
2021,8,2771,Streeter Dr & Grand Ave,Subscriber,7
2021,8,2691,Wells St & Elm St,Subscriber,8
2021,8,2576,Broadway & Barry Ave,Subscriber,9
2021,8,2388,Clark St & Lincoln Ave,Subscriber,10
2021,9,44303,,Subscriber,1
2021,9,3050,Wells St & Concord Ln,Subscriber,2
2021,9,2787,Clark St & Elm St,Subscriber,3
2021,9,2708,DuSable Lake Shore Dr & North Blvd,Subscriber,4
2021,9,2678,Kingsbury St & Kinzie St,Subscriber,5
2021,9,2587,Wells St & Elm St,Subscriber,6
2021,9,2414,Broadway & Barry Ave,Subscriber,7
2021,9,2281,Wells St & Huron St,Subscriber,8
2021,9,2237,St. Clair St & Erie St,Subscriber,9
2021,9,2202,Clark St & Armitage Ave,Subscriber,10
2021,10,60824,,Subscriber,1
2021,10,3651,Ellis Ave & 60th St,Subscriber,2
2021,10,3112,University Ave & 57th St,Subscriber,3
2021,10,2768,Clark St & Elm St,Subscriber,4
2021,10,2706,Kingsbury St & Kinzie St,Subscriber,5
2021,10,2577,Wells St & Concord Ln,Subscriber,6
2021,10,2241,Wells St & Elm St,Subscriber,7
2021,10,2234,Wells St & Huron St,Subscriber,8
2021,10,2207,Ellis Ave & 55th St,Subscriber,9
2021,10,2191,Dearborn St & Erie St,Subscriber,10
2021,11,49123,,Subscriber,1
2021,11,2591,Ellis Ave & 60th St,Subscriber,2
2021,11,2361,University Ave & 57th St,Subscriber,3
2021,11,2182,Kingsbury St & Kinzie St,Subscriber,4
2021,11,1798,Clark St & Elm St,Subscriber,5
2021,11,1642,Ellis Ave & 55th St,Subscriber,6
2021,11,1614,Clinton St & Madison St,Subscriber,7
2021,11,1605,Clinton St & Washington Blvd,Subscriber,8
2021,11,1570,St. Clair St & Erie St,Subscriber,9
2021,11,1527,Wells St & Concord Ln,Subscriber,10
2021,12,33440,,Subscriber,1
2021,12,1581,Kingsbury St & Kinzie St,Subscriber,2
2021,12,1276,Clark St & Elm St,Subscriber,3
2021,12,1238,Clinton St & Washington Blvd,Subscriber,4
2021,12,1121,Clinton St & Madison St,Subscriber,5
2021,12,1116,St. Clair St & Erie St,Subscriber,6
2021,12,1097,Wells St & Concord Ln,Subscriber,7
2021,12,1083,Desplaines St & Kinzie St,Subscriber,8
2021,12,1066,Wells St & Elm St,Subscriber,9
2021,12,1048,Wells St & Huron St,Subscriber,10
2022,1,11941,,Subscriber,1
2022,1,964,Kingsbury St & Kinzie St,Subscriber,2
2022,1,710,Clark St & Elm St,Subscriber,3
2022,1,677,Ellis Ave & 60th St,Subscriber,4
2022,1,676,Clinton St & Madison St,Subscriber,5
2022,1,616,Clinton St & Washington Blvd,Subscriber,6
2022,1,599,St. Clair St & Erie St,Subscriber,7
2022,1,589,University Ave & 57th St,Subscriber,8
2022,1,567,Wabash Ave & Grand Ave,Subscriber,9
2022,1,521,Wells St & Concord Ln,Subscriber,10
2022,2,13876,,Subscriber,1
2022,2,1084,University Ave & 57th St,Subscriber,2
2022,2,1067,Ellis Ave & 60th St,Subscriber,3
2022,2,1008,Kingsbury St & Kinzie St,Subscriber,4
2022,2,789,Clinton St & Washington Blvd,Subscriber,5
2022,2,714,Clinton St & Madison St,Subscriber,6
2022,2,693,Ellis Ave & 55th St,Subscriber,7
2022,2,623,Clark St & Elm St,Subscriber,8
2022,2,606,Clinton St & Jackson Blvd,Subscriber,9
2022,2,575,Wells St & Concord Ln,Subscriber,10
2022,3,31781,,Subscriber,1
2022,3,1749,Kingsbury St & Kinzie St,Subscriber,2
2022,3,1397,Clinton St & Washington Blvd,Subscriber,3
2022,3,1395,University Ave & 57th St,Subscriber,4
2022,3,1377,Clark St & Elm St,Subscriber,5
2022,3,1369,Ellis Ave & 60th St,Subscriber,6
2022,3,1290,Clinton St & Madison St,Subscriber,7
2022,3,1137,Wells St & Concord Ln,Subscriber,8
2022,3,1119,Dearborn St & Erie St,Subscriber,9
2022,3,1118,Wells St & Elm St,Subscriber,10
2022,4,46273,,Subscriber,1
2022,4,2022,Ellis Ave & 60th St,Subscriber,2
2022,4,1973,Kingsbury St & Kinzie St,Subscriber,3
2022,4,1846,University Ave & 57th St,Subscriber,4
2022,4,1675,Clinton St & Washington Blvd,Subscriber,5
2022,4,1595,Clark St & Elm St,Subscriber,6
2022,4,1523,Clinton St & Madison St,Subscriber,7
2022,4,1495,Wells St & Concord Ln,Subscriber,8
2022,4,1317,Wells St & Elm St,Subscriber,9
2022,4,1278,Sheffield Ave & Fullerton Ave,Subscriber,10
