trips_year,trips_month,DayOfWeekStartTimeNumber,DayOfWeekStartTimeAt,WeekNumber,usertype,trips_average
2015,8,1,Monday,35,Subscriber,727
2015,8,1,Monday,36,Customer,1626
2015,8,1,Monday,36,Dependent,979
2015,8,1,Monday,36,Subscriber,722
2015,8,2,Tuesday,32,Customer,1709
2015,8,2,Tuesday,32,Subscriber,743
2015,8,2,Tuesday,33,Customer,1868
2015,8,2,Tuesday,33,Subscriber,740
2015,8,2,Tuesday,34,Customer,1698
2015,8,2,Tuesday,34,Subscriber,717
2015,8,2,Tuesday,35,Customer,1524
2015,8,2,Tuesday,35,Dependent,861
2015,8,2,Tuesday,35,Subscriber,719
2015,8,3,Wednesday,32,Customer,1766
2015,8,3,Wednesday,32,Subscriber,758
2015,8,3,Wednesday,33,Customer,1656
2015,8,3,Wednesday,33,Subscriber,763
2015,8,3,Wednesday,34,Customer,1720
2015,8,3,Wednesday,34,Dependent,502
2015,8,3,Wednesday,34,Subscriber,743
2015,8,3,Wednesday,35,Customer,1579
2015,8,3,Wednesday,35,Dependent,884
2015,8,3,Wednesday,35,Subscriber,724
2015,8,4,Thursday,32,Customer,1725
2015,8,4,Thursday,32,Dependent,1341
2015,8,4,Thursday,32,Subscriber,754
2015,8,4,Thursday,33,Customer,1636
2015,8,4,Thursday,33,Subscriber,754
2015,8,4,Thursday,34,Customer,1594
2015,8,4,Thursday,34,Subscriber,716
2015,8,4,Thursday,35,Customer,1607
2015,8,4,Thursday,35,Dependent,900
2015,8,4,Thursday,35,Subscriber,701
2015,8,5,Friday,32,Customer,1769
2015,8,5,Friday,32,Subscriber,768
2015,8,5,Friday,33,Customer,1807
2015,8,5,Friday,33,Subscriber,729
2015,8,5,Friday,34,Customer,1798
2015,8,5,Friday,34,Subscriber,734
2015,8,5,Friday,35,Customer,1599
2015,8,5,Friday,35,Dependent,786
2015,8,5,Friday,35,Subscriber,706
2015,8,6,Saturday,31,Customer,1857
2015,8,6,Saturday,31,Subscriber,856
2015,8,6,Saturday,32,Customer,1783
2015,8,6,Saturday,32,Subscriber,828
2015,8,6,Saturday,33,Customer,1850
2015,8,6,Saturday,33,Subscriber,850
2015,8,6,Saturday,34,Customer,1767
2015,8,6,Saturday,34,Subscriber,843
2015,8,6,Saturday,35,Customer,1783
2015,8,6,Saturday,35,Dependent,876
2015,8,6,Saturday,35,Subscriber,753
2015,8,7,Sunday,32,Customer,1732
2015,8,7,Sunday,32,Subscriber,833
2015,8,7,Sunday,33,Customer,1729
2015,8,7,Sunday,33,Subscriber,766
2015,8,7,Sunday,34,Customer,1855
2015,8,7,Sunday,34,Subscriber,824
2015,8,7,Sunday,35,Customer,1713
2015,8,7,Sunday,35,Dependent,507
2015,8,7,Sunday,35,Subscriber,787
2015,8,7,Sunday,36,Customer,1790
2015,8,7,Sunday,36,Dependent,1002
2015,8,7,Sunday,36,Subscriber,803
2015,9,1,Monday,37,Customer,1729
2015,9,1,Monday,37,Subscriber,779
2015,9,1,Monday,38,Customer,1675
2015,9,1,Monday,38,Dependent,755
2015,9,1,Monday,38,Subscriber,739
2015,9,1,Monday,39,Customer,1750
2015,9,1,Monday,39,Subscriber,734
2015,9,1,Monday,40,Customer,1593
2015,9,1,Monday,40,Subscriber,716
2015,9,2,Tuesday,36,Customer,1677
2015,9,2,Tuesday,36,Dependent,750
2015,9,2,Tuesday,36,Subscriber,716
2015,9,2,Tuesday,37,Customer,1510
2015,9,2,Tuesday,37,Dependent,238
2015,9,2,Tuesday,37,Subscriber,690
2015,9,2,Tuesday,38,Customer,1742
2015,9,2,Tuesday,38,Dependent,443
2015,9,2,Tuesday,38,Subscriber,717
2015,9,2,Tuesday,39,Customer,1709
2015,9,2,Tuesday,39,Dependent,183
2015,9,2,Tuesday,39,Subscriber,747
2015,9,2,Tuesday,40,Customer,1480
2015,9,2,Tuesday,40,Subscriber,656
2015,9,3,Wednesday,36,Customer,1660
2015,9,3,Wednesday,36,Subscriber,729
2015,9,3,Wednesday,37,Customer,1701
2015,9,3,Wednesday,37,Subscriber,734
2015,9,3,Wednesday,38,Customer,1687
2015,9,3,Wednesday,38,Dependent,627
2015,9,3,Wednesday,38,Subscriber,727
2015,9,3,Wednesday,39,Customer,1763
2015,9,3,Wednesday,39,Dependent,842
2015,9,3,Wednesday,39,Subscriber,725
2015,9,3,Wednesday,40,Customer,1501
2015,9,3,Wednesday,40,Dependent,764
2015,9,3,Wednesday,40,Subscriber,680
2015,9,4,Thursday,36,Customer,1556
2015,9,4,Thursday,36,Subscriber,693
2015,9,4,Thursday,37,Customer,1508
2015,9,4,Thursday,37,Subscriber,725
2015,9,4,Thursday,38,Customer,1524
2015,9,4,Thursday,38,Subscriber,709
2015,9,4,Thursday,39,Customer,1610
2015,9,4,Thursday,39,Dependent,578
2015,9,4,Thursday,39,Subscriber,741
2015,9,5,Friday,36,Customer,1690
2015,9,5,Friday,36,Dependent,74
2015,9,5,Friday,36,Subscriber,731
2015,9,5,Friday,37,Customer,1527
2015,9,5,Friday,37,Dependent,220
2015,9,5,Friday,37,Subscriber,723
2015,9,5,Friday,38,Customer,1755
2015,9,5,Friday,38,Dependent,265
2015,9,5,Friday,38,Subscriber,677
2015,9,5,Friday,39,Customer,1724
2015,9,5,Friday,39,Dependent,249
2015,9,5,Friday,39,Subscriber,734
2015,9,6,Saturday,36,Customer,1716
2015,9,6,Saturday,36,Subscriber,821
2015,9,6,Saturday,37,Customer,1629
2015,9,6,Saturday,37,Subscriber,791
2015,9,6,Saturday,38,Customer,1709
2015,9,6,Saturday,38,Subscriber,829
2015,9,6,Saturday,39,Customer,1793
2015,9,6,Saturday,39,Dependent,238
2015,9,6,Saturday,39,Subscriber,819
2015,9,7,Sunday,37,Customer,1914
2015,9,7,Sunday,37,Subscriber,842
2015,9,7,Sunday,38,Customer,1717
2015,9,7,Sunday,38,Dependent,174
2015,9,7,Sunday,38,Subscriber,821
2015,9,7,Sunday,39,Customer,1848
2015,9,7,Sunday,39,Dependent,236
2015,9,7,Sunday,39,Subscriber,813
2015,9,7,Sunday,40,Customer,1700
2015,9,7,Sunday,40,Subscriber,798
2015,10,1,Monday,41,Customer,1601
2015,10,1,Monday,41,Subscriber,674
2015,10,1,Monday,42,Customer,1740
2015,10,1,Monday,42,Subscriber,715
2015,10,1,Monday,43,Customer,1584
2015,10,1,Monday,43,Dependent,642
2015,10,1,Monday,43,Subscriber,681
2015,10,1,Monday,44,Customer,1717
2015,10,1,Monday,44,Subscriber,674
2015,10,2,Tuesday,41,Customer,1793
2015,10,2,Tuesday,41,Subscriber,676
2015,10,2,Tuesday,42,Customer,1497
2015,10,2,Tuesday,42,Subscriber,663
2015,10,2,Tuesday,43,Customer,1645
2015,10,2,Tuesday,43,Dependent,910
2015,10,2,Tuesday,43,Subscriber,673
2015,10,2,Tuesday,44,Customer,1644
2015,10,2,Tuesday,44,Subscriber,637
2015,10,3,Wednesday,41,Customer,1637
2015,10,3,Wednesday,41,Dependent,599
2015,10,3,Wednesday,41,Subscriber,693
2015,10,3,Wednesday,42,Customer,1565
2015,10,3,Wednesday,42,Subscriber,667
2015,10,3,Wednesday,43,Customer,1665
2015,10,3,Wednesday,43,Subscriber,719
2015,10,3,Wednesday,44,Customer,1162
2015,10,3,Wednesday,44,Dependent,1011
2015,10,3,Wednesday,44,Subscriber,628
2015,10,4,Thursday,40,Customer,1622
2015,10,4,Thursday,40,Dependent,772
2015,10,4,Thursday,40,Subscriber,663
2015,10,4,Thursday,41,Customer,1587
2015,10,4,Thursday,41,Subscriber,713
2015,10,4,Thursday,42,Customer,1739
2015,10,4,Thursday,42,Subscriber,684
2015,10,4,Thursday,43,Customer,1591
2015,10,4,Thursday,43,Subscriber,661
2015,10,4,Thursday,44,Customer,1617
2015,10,4,Thursday,44,Subscriber,603
2015,10,5,Friday,40,Customer,1484
2015,10,5,Friday,40,Subscriber,652
2015,10,5,Friday,41,Customer,1676
2015,10,5,Friday,41,Subscriber,687
2015,10,5,Friday,42,Customer,1735
2015,10,5,Friday,42,Subscriber,657
2015,10,5,Friday,43,Customer,1558
2015,10,5,Friday,43,Subscriber,641
2015,10,5,Friday,44,Customer,1621
2015,10,5,Friday,44,Dependent,730
2015,10,5,Friday,44,Subscriber,648
2015,10,6,Saturday,40,Customer,1376
2015,10,6,Saturday,40,Subscriber,648
2015,10,6,Saturday,41,Customer,1775
2015,10,6,Saturday,41,Subscriber,780
2015,10,6,Saturday,42,Customer,1607
2015,10,6,Saturday,42,Subscriber,709
2015,10,6,Saturday,43,Customer,1646
2015,10,6,Saturday,43,Subscriber,688
2015,10,6,Saturday,44,Customer,1341
2015,10,6,Saturday,44,Subscriber,638
2015,10,7,Sunday,41,Customer,1716
2015,10,7,Sunday,41,Subscriber,687
2015,10,7,Sunday,42,Customer,1994
2015,10,7,Sunday,42,Subscriber,883
2015,10,7,Sunday,43,Customer,1660
2015,10,7,Sunday,43,Subscriber,732
2015,10,7,Sunday,44,Customer,1749
2015,10,7,Sunday,44,Subscriber,748
2015,11,1,Monday,45,Customer,1708
2015,11,1,Monday,45,Subscriber,703
2015,11,1,Monday,46,Customer,1469
2015,11,1,Monday,46,Subscriber,641
2015,11,1,Monday,47,Customer,1435
2015,11,1,Monday,47,Dependent,906
2015,11,1,Monday,47,Subscriber,631
2015,11,1,Monday,48,Customer,1363
2015,11,1,Monday,48,Subscriber,641
2015,11,1,Monday,49,Customer,1284
2015,11,1,Monday,49,Dependent,717
2015,11,1,Monday,49,Subscriber,583
2015,11,2,Tuesday,45,Customer,1849
2015,11,2,Tuesday,45,Subscriber,696
2015,11,2,Tuesday,46,Customer,1723
2015,11,2,Tuesday,46,Subscriber,639
2015,11,2,Tuesday,47,Customer,1558
2015,11,2,Tuesday,47,Subscriber,632
2015,11,2,Tuesday,48,Customer,1467
2015,11,2,Tuesday,48,Subscriber,620
2015,11,3,Wednesday,45,Customer,1699
2015,11,3,Wednesday,45,Subscriber,726
2015,11,3,Wednesday,46,Customer,1481
2015,11,3,Wednesday,46,Dependent,227
2015,11,3,Wednesday,46,Subscriber,633
2015,11,3,Wednesday,47,Customer,1683
2015,11,3,Wednesday,47,Subscriber,605
2015,11,3,Wednesday,48,Customer,1842
2015,11,3,Wednesday,48,Subscriber,624
2015,11,4,Thursday,45,Customer,1649
2015,11,4,Thursday,45,Subscriber,660
2015,11,4,Thursday,46,Customer,1705
2015,11,4,Thursday,46,Subscriber,568
2015,11,4,Thursday,47,Customer,2186
2015,11,4,Thursday,47,Subscriber,590
2015,11,4,Thursday,48,Customer,1507
2015,11,4,Thursday,48,Subscriber,648
2015,11,5,Friday,45,Customer,1342
2015,11,5,Friday,45,Subscriber,645
2015,11,5,Friday,46,Customer,1436
2015,11,5,Friday,46,Subscriber,597
2015,11,5,Friday,47,Customer,1506
2015,11,5,Friday,47,Dependent,233
2015,11,5,Friday,47,Subscriber,599
2015,11,5,Friday,48,Customer,1593
2015,11,5,Friday,48,Subscriber,551
2015,11,6,Saturday,45,Customer,1733
2015,11,6,Saturday,45,Subscriber,711
2015,11,6,Saturday,46,Customer,1585
2015,11,6,Saturday,46,Subscriber,690
2015,11,6,Saturday,47,Customer,3032
2015,11,6,Saturday,47,Subscriber,600
2015,11,6,Saturday,48,Customer,1903
2015,11,6,Saturday,48,Subscriber,659
2015,11,7,Sunday,45,Customer,1787
2015,11,7,Sunday,45,Subscriber,809
2015,11,7,Sunday,46,Customer,1696
2015,11,7,Sunday,46,Dependent,274
2015,11,7,Sunday,46,Subscriber,692
2015,11,7,Sunday,47,Customer,1684
2015,11,7,Sunday,47,Subscriber,739
2015,11,7,Sunday,48,Customer,1097
2015,11,7,Sunday,48,Subscriber,759
2015,11,7,Sunday,49,Customer,1627
2015,11,7,Sunday,49,Subscriber,612
2015,12,1,Monday,50,Customer,1327
2015,12,1,Monday,50,Dependent,619
2015,12,1,Monday,50,Subscriber,611
2015,12,1,Monday,51,Customer,1835
2015,12,1,Monday,51,Subscriber,654
2015,12,1,Monday,52,Customer,1831
2015,12,1,Monday,52,Subscriber,617
2015,12,1,Monday,53,Customer,3540
2015,12,1,Monday,53,Subscriber,581
2015,12,2,Tuesday,49,Customer,1744
2015,12,2,Tuesday,49,Subscriber,645
2015,12,2,Tuesday,50,Customer,1202
2015,12,2,Tuesday,50,Subscriber,649
2015,12,2,Tuesday,51,Customer,1079
2015,12,2,Tuesday,51,Subscriber,586
2015,12,2,Tuesday,52,Customer,1407
2015,12,2,Tuesday,52,Subscriber,592
2015,12,2,Tuesday,53,Customer,1243
2015,12,2,Tuesday,53,Subscriber,609
2015,12,3,Wednesday,49,Customer,1310
2015,12,3,Wednesday,49,Subscriber,606
2015,12,3,Wednesday,50,Customer,1788
2015,12,3,Wednesday,50,Dependent,480
2015,12,3,Wednesday,50,Subscriber,646
2015,12,3,Wednesday,51,Customer,1296
2015,12,3,Wednesday,51,Subscriber,633
2015,12,3,Wednesday,52,Customer,1323
2015,12,3,Wednesday,52,Subscriber,647
2015,12,3,Wednesday,53,Customer,1203
2015,12,3,Wednesday,53,Subscriber,703
2015,12,4,Thursday,49,Customer,1164
2015,12,4,Thursday,49,Subscriber,595
2015,12,4,Thursday,50,Customer,1196
2015,12,4,Thursday,50,Subscriber,641
2015,12,4,Thursday,51,Customer,1208
2015,12,4,Thursday,51,Subscriber,606
2015,12,4,Thursday,52,Customer,1235
2015,12,4,Thursday,52,Subscriber,608
2015,12,4,Thursday,53,Customer,1476
2015,12,4,Thursday,53,Subscriber,620
2015,12,5,Friday,49,Customer,1591
2015,12,5,Friday,49,Subscriber,665
2015,12,5,Friday,50,Customer,1436
2015,12,5,Friday,50,Subscriber,615
2015,12,5,Friday,51,Customer,1175
2015,12,5,Friday,51,Subscriber,603
2015,12,5,Friday,52,Customer,2303
2015,12,5,Friday,52,Subscriber,755
2015,12,6,Saturday,49,Customer,1626
2015,12,6,Saturday,49,Subscriber,658
2015,12,6,Saturday,50,Customer,1857
2015,12,6,Saturday,50,Subscriber,650
2015,12,6,Saturday,51,Customer,1694
2015,12,6,Saturday,51,Subscriber,560
2015,12,6,Saturday,52,Customer,1913
2015,12,6,Saturday,52,Subscriber,603
2015,12,7,Sunday,50,Customer,1687
2015,12,7,Sunday,50,Subscriber,739
2015,12,7,Sunday,51,Customer,1726
2015,12,7,Sunday,51,Subscriber,674
2015,12,7,Sunday,52,Customer,1455
2015,12,7,Sunday,52,Subscriber,661
2015,12,7,Sunday,53,Customer,1754
2015,12,7,Sunday,53,Subscriber,541
2016,1,1,Monday,2,Customer,1465
2016,1,1,Monday,2,Subscriber,671
2016,1,1,Monday,3,Customer,741
2016,1,1,Monday,3,Subscriber,604
2016,1,1,Monday,4,Customer,854
2016,1,1,Monday,4,Subscriber,593
2016,1,1,Monday,5,Customer,3289
2016,1,1,Monday,5,Subscriber,592
2016,1,2,Tuesday,2,Customer,993
2016,1,2,Tuesday,2,Subscriber,613
2016,1,2,Tuesday,3,Customer,695
2016,1,2,Tuesday,3,Subscriber,653
2016,1,2,Tuesday,4,Customer,1000
2016,1,2,Tuesday,4,Subscriber,673
2016,1,2,Tuesday,5,Customer,1040
2016,1,2,Tuesday,5,Subscriber,616
2016,1,3,Wednesday,2,Customer,1451
2016,1,3,Wednesday,2,Subscriber,635
2016,1,3,Wednesday,3,Customer,650
2016,1,3,Wednesday,3,Subscriber,642
2016,1,3,Wednesday,4,Customer,1124
2016,1,3,Wednesday,4,Subscriber,601
2016,1,3,Wednesday,5,Customer,1145
2016,1,3,Wednesday,5,Subscriber,606
2016,1,4,Thursday,2,Customer,1540
2016,1,4,Thursday,2,Subscriber,602
2016,1,4,Thursday,3,Customer,2504
2016,1,4,Thursday,3,Subscriber,666
2016,1,4,Thursday,4,Customer,878
2016,1,4,Thursday,4,Subscriber,577
2016,1,4,Thursday,5,Customer,1067
2016,1,4,Thursday,5,Subscriber,628
2016,1,5,Friday,1,Customer,2517
2016,1,5,Friday,1,Subscriber,713
2016,1,5,Friday,2,Customer,1254
2016,1,5,Friday,2,Subscriber,581
2016,1,5,Friday,3,Customer,1146
2016,1,5,Friday,3,Subscriber,595
2016,1,5,Friday,4,Customer,1173
2016,1,5,Friday,4,Subscriber,602
2016,1,5,Friday,5,Customer,1064
2016,1,5,Friday,5,Subscriber,587
2016,1,6,Saturday,1,Customer,1490
2016,1,6,Saturday,1,Subscriber,622
2016,1,6,Saturday,2,Customer,2459
2016,1,6,Saturday,2,Subscriber,606
2016,1,6,Saturday,3,Customer,1644
2016,1,6,Saturday,3,Subscriber,600
2016,1,6,Saturday,4,Customer,1611
2016,1,6,Saturday,4,Subscriber,601
2016,1,6,Saturday,5,Customer,1675
2016,1,6,Saturday,5,Subscriber,668
2016,1,7,Sunday,2,Customer,2870
2016,1,7,Sunday,2,Subscriber,633
2016,1,7,Sunday,3,Customer,1281
2016,1,7,Sunday,3,Subscriber,563
2016,1,7,Sunday,4,Customer,2254
2016,1,7,Sunday,4,Subscriber,528
2016,1,7,Sunday,5,Customer,1680
2016,1,7,Sunday,5,Subscriber,538
2016,1,7,Sunday,6,Customer,1669
2016,1,7,Sunday,6,Subscriber,584
2016,2,1,Monday,6,Customer,1806
2016,2,1,Monday,6,Subscriber,636
2016,2,1,Monday,7,Customer,1161
2016,2,1,Monday,7,Subscriber,577
2016,2,1,Monday,8,Customer,1158
2016,2,1,Monday,8,Subscriber,672
2016,2,1,Monday,9,Customer,1311
2016,2,1,Monday,9,Subscriber,606
2016,2,1,Monday,10,Customer,1596
2016,2,1,Monday,10,Subscriber,592
2016,2,2,Tuesday,6,Customer,921
2016,2,2,Tuesday,6,Subscriber,571
2016,2,2,Tuesday,7,Customer,797
2016,2,2,Tuesday,7,Subscriber,550
2016,2,2,Tuesday,8,Customer,1792
2016,2,2,Tuesday,8,Subscriber,607
2016,2,2,Tuesday,9,Customer,1871
2016,2,2,Tuesday,9,Subscriber,592
2016,2,3,Wednesday,6,Customer,2184
2016,2,3,Wednesday,6,Subscriber,609
2016,2,3,Wednesday,7,Customer,1122
2016,2,3,Wednesday,7,Subscriber,559
2016,2,3,Wednesday,8,Customer,1017
2016,2,3,Wednesday,8,Subscriber,617
2016,2,3,Wednesday,9,Customer,1515
2016,2,3,Wednesday,9,Subscriber,575
2016,2,4,Thursday,6,Customer,1254
2016,2,4,Thursday,6,Subscriber,609
2016,2,4,Thursday,7,Customer,1020
2016,2,4,Thursday,7,Subscriber,601
2016,2,4,Thursday,8,Customer,1258
2016,2,4,Thursday,8,Subscriber,635
2016,2,4,Thursday,9,Customer,1232
2016,2,4,Thursday,9,Subscriber,580
2016,2,5,Friday,6,Customer,2002
2016,2,5,Friday,6,Subscriber,557
2016,2,5,Friday,7,Customer,1225
2016,2,5,Friday,7,Subscriber,545
2016,2,5,Friday,8,Customer,1787
2016,2,5,Friday,8,Subscriber,684
2016,2,5,Friday,9,Customer,1171
2016,2,5,Friday,9,Subscriber,616
2016,2,6,Saturday,6,Customer,1808
2016,2,6,Saturday,6,Subscriber,620
2016,2,6,Saturday,7,Customer,2366
2016,2,6,Saturday,7,Subscriber,529
2016,2,6,Saturday,8,Customer,1830
2016,2,6,Saturday,8,Subscriber,790
2016,2,6,Saturday,9,Customer,1812
2016,2,6,Saturday,9,Subscriber,807
2016,2,7,Sunday,7,Customer,1958
2016,2,7,Sunday,7,Subscriber,653
2016,2,7,Sunday,8,Customer,1873
2016,2,7,Sunday,8,Subscriber,667
2016,2,7,Sunday,9,Customer,1229
2016,2,7,Sunday,9,Subscriber,650
2016,2,7,Sunday,10,Customer,1649
2016,2,7,Sunday,10,Subscriber,762
2016,3,1,Monday,11,Customer,1868
2016,3,1,Monday,11,Subscriber,682
2016,3,1,Monday,12,Customer,1736
2016,3,1,Monday,12,Subscriber,635
2016,3,1,Monday,13,Customer,1565
2016,3,1,Monday,13,Subscriber,672
2016,3,1,Monday,14,Customer,2003
2016,3,1,Monday,14,Subscriber,626
2016,3,2,Tuesday,10,Customer,992
2016,3,2,Tuesday,10,Subscriber,576
2016,3,2,Tuesday,11,Customer,1751
2016,3,2,Tuesday,11,Subscriber,740
2016,3,2,Tuesday,12,Customer,1777
2016,3,2,Tuesday,12,Subscriber,664
2016,3,2,Tuesday,13,Customer,1638
2016,3,2,Tuesday,13,Subscriber,693
2016,3,2,Tuesday,14,Customer,1612
2016,3,2,Tuesday,14,Subscriber,691
2016,3,3,Wednesday,10,Customer,1947
2016,3,3,Wednesday,10,Subscriber,554
2016,3,3,Wednesday,11,Customer,1532
2016,3,3,Wednesday,11,Subscriber,668
2016,3,3,Wednesday,12,Customer,1712
2016,3,3,Wednesday,12,Subscriber,634
2016,3,3,Wednesday,13,Customer,1191
2016,3,3,Wednesday,13,Subscriber,603
2016,3,3,Wednesday,14,Customer,1580
2016,3,3,Wednesday,14,Subscriber,659
2016,3,4,Thursday,10,Customer,1316
2016,3,4,Thursday,10,Subscriber,564
2016,3,4,Thursday,11,Customer,1243
2016,3,4,Thursday,11,Subscriber,625
2016,3,4,Thursday,12,Customer,1713
2016,3,4,Thursday,12,Subscriber,645
2016,3,4,Thursday,13,Customer,1962
2016,3,4,Thursday,13,Subscriber,609
2016,3,4,Thursday,14,Customer,1789
2016,3,4,Thursday,14,Subscriber,697
2016,3,5,Friday,10,Customer,1173
2016,3,5,Friday,10,Subscriber,632
2016,3,5,Friday,11,Customer,1711
2016,3,5,Friday,11,Subscriber,647
2016,3,5,Friday,12,Customer,1394
2016,3,5,Friday,12,Subscriber,665
2016,3,5,Friday,13,Customer,1777
2016,3,5,Friday,13,Subscriber,621
2016,3,6,Saturday,10,Customer,1824
2016,3,6,Saturday,10,Subscriber,624
2016,3,6,Saturday,11,Customer,1707
2016,3,6,Saturday,11,Subscriber,691
2016,3,6,Saturday,12,Customer,1740
2016,3,6,Saturday,12,Subscriber,704
2016,3,6,Saturday,13,Customer,1781
2016,3,6,Saturday,13,Subscriber,723
2016,3,7,Sunday,11,Customer,1678
2016,3,7,Sunday,11,Subscriber,725
2016,3,7,Sunday,12,Customer,1342
2016,3,7,Sunday,12,Subscriber,601
2016,3,7,Sunday,13,Customer,1733
2016,3,7,Sunday,13,Subscriber,672
2016,3,7,Sunday,14,Customer,1849
2016,3,7,Sunday,14,Subscriber,789
2016,4,1,Monday,15,Customer,1032
2016,4,1,Monday,15,Subscriber,618
2016,4,1,Monday,16,Customer,2466
2016,4,1,Monday,16,Subscriber,660
2016,4,1,Monday,17,Customer,1838
2016,4,1,Monday,17,Subscriber,768
2016,4,1,Monday,18,Customer,1899
2016,4,1,Monday,18,Subscriber,761
2016,4,2,Tuesday,15,Customer,2024
2016,4,2,Tuesday,15,Subscriber,634
2016,4,2,Tuesday,16,Customer,1623
2016,4,2,Tuesday,16,Subscriber,655
2016,4,2,Tuesday,17,Customer,1348
2016,4,2,Tuesday,17,Subscriber,672
2016,4,2,Tuesday,18,Customer,1300
2016,4,2,Tuesday,18,Subscriber,624
2016,4,3,Wednesday,15,Customer,1322
2016,4,3,Wednesday,15,Subscriber,613
2016,4,3,Wednesday,16,Customer,2175
2016,4,3,Wednesday,16,Subscriber,661
2016,4,3,Wednesday,17,Customer,1552
2016,4,3,Wednesday,17,Subscriber,712
2016,4,3,Wednesday,18,Customer,1611
2016,4,3,Wednesday,18,Subscriber,587
2016,4,4,Thursday,15,Customer,3338
2016,4,4,Thursday,15,Subscriber,621
2016,4,4,Thursday,16,Customer,1703
2016,4,4,Thursday,16,Subscriber,701
2016,4,4,Thursday,17,Customer,1676
2016,4,4,Thursday,17,Subscriber,695
2016,4,4,Thursday,18,Customer,1579
2016,4,4,Thursday,18,Subscriber,622
2016,4,5,Friday,14,Customer,1440
2016,4,5,Friday,14,Subscriber,628
2016,4,5,Friday,15,Customer,1493
2016,4,5,Friday,15,Subscriber,611
2016,4,5,Friday,16,Customer,1725
2016,4,5,Friday,16,Subscriber,721
2016,4,5,Friday,17,Customer,1561
2016,4,5,Friday,17,Subscriber,644
2016,4,5,Friday,18,Customer,1631
2016,4,5,Friday,18,Subscriber,626
2016,4,6,Saturday,14,Customer,1470
2016,4,6,Saturday,14,Subscriber,684
2016,4,6,Saturday,15,Customer,1465
2016,4,6,Saturday,15,Subscriber,647
2016,4,6,Saturday,16,Customer,1860
2016,4,6,Saturday,16,Subscriber,888
2016,4,6,Saturday,17,Customer,1767
2016,4,6,Saturday,17,Subscriber,813
2016,4,6,Saturday,18,Customer,2147
2016,4,6,Saturday,18,Subscriber,643
2016,4,7,Sunday,15,Customer,1828
2016,4,7,Sunday,15,Subscriber,763
2016,4,7,Sunday,16,Customer,2020
2016,4,7,Sunday,16,Subscriber,596
2016,4,7,Sunday,17,Customer,2029
2016,4,7,Sunday,17,Subscriber,855
2016,4,7,Sunday,18,Customer,1926
2016,4,7,Sunday,18,Subscriber,876
2016,5,1,Monday,19,Customer,1696
2016,5,1,Monday,19,Subscriber,694
2016,5,1,Monday,20,Customer,1331
2016,5,1,Monday,20,Subscriber,614
2016,5,1,Monday,21,Customer,1813
2016,5,1,Monday,21,Subscriber,746
2016,5,1,Monday,22,Customer,1897
2016,5,1,Monday,22,Subscriber,770
2016,5,1,Monday,23,Customer,1994
2016,5,1,Monday,23,Subscriber,913
2016,5,2,Tuesday,19,Customer,1772
2016,5,2,Tuesday,19,Subscriber,735
2016,5,2,Tuesday,20,Customer,2014
2016,5,2,Tuesday,20,Subscriber,650
2016,5,2,Tuesday,21,Customer,1505
2016,5,2,Tuesday,21,Subscriber,645
2016,5,2,Tuesday,22,Customer,1917
2016,5,2,Tuesday,22,Subscriber,767
2016,5,2,Tuesday,23,Customer,1819
2016,5,2,Tuesday,23,Subscriber,687
2016,5,3,Wednesday,19,Customer,1532
2016,5,3,Wednesday,19,Subscriber,645
2016,5,3,Wednesday,20,Customer,1747
2016,5,3,Wednesday,20,Subscriber,695
2016,5,3,Wednesday,21,Customer,1642
2016,5,3,Wednesday,21,Subscriber,700
2016,5,3,Wednesday,22,Customer,2058
2016,5,3,Wednesday,22,Subscriber,742
2016,5,4,Thursday,19,Customer,1988
2016,5,4,Thursday,19,Subscriber,723
2016,5,4,Thursday,20,Customer,1657
2016,5,4,Thursday,20,Subscriber,747
2016,5,4,Thursday,21,Customer,1883
2016,5,4,Thursday,21,Subscriber,733
2016,5,4,Thursday,22,Customer,1735
2016,5,4,Thursday,22,Subscriber,742
2016,5,5,Friday,19,Customer,1953
2016,5,5,Friday,19,Subscriber,776
2016,5,5,Friday,20,Customer,1875
2016,5,5,Friday,20,Subscriber,700
2016,5,5,Friday,21,Customer,1634
2016,5,5,Friday,21,Subscriber,725
2016,5,5,Friday,22,Customer,1816
2016,5,5,Friday,22,Subscriber,749
2016,5,6,Saturday,19,Customer,1703
2016,5,6,Saturday,19,Subscriber,728
2016,5,6,Saturday,20,Customer,1688
2016,5,6,Saturday,20,Subscriber,680
2016,5,6,Saturday,21,Customer,1851
2016,5,6,Saturday,21,Subscriber,856
2016,5,6,Saturday,22,Customer,1896
2016,5,6,Saturday,22,Subscriber,854
2016,5,7,Sunday,19,Customer,1910
2016,5,7,Sunday,19,Subscriber,726
2016,5,7,Sunday,20,Customer,1907
2016,5,7,Sunday,20,Subscriber,855
2016,5,7,Sunday,21,Customer,1678
2016,5,7,Sunday,21,Subscriber,770
2016,5,7,Sunday,22,Customer,1894
2016,5,7,Sunday,22,Subscriber,848
2016,5,7,Sunday,23,Customer,1973
2016,5,7,Sunday,23,Subscriber,970
2016,6,1,Monday,24,Customer,1814
2016,6,1,Monday,24,Subscriber,782
2016,6,1,Monday,25,Customer,1894
2016,6,1,Monday,25,Subscriber,766
2016,6,1,Monday,26,Customer,1976
2016,6,1,Monday,26,Subscriber,780
2016,6,1,Monday,27,Customer,1827
