trips_year,trips_month,DayOfWeekStartTimeNumber,DayOfWeekStartTimeAt,WeekNumber,usertype,trips_count
2015,6,4,Thursday,26,Customer,3666
2015,6,4,Thursday,26,Subscriber,9589
2015,6,5,Friday,23,Customer,2566
2015,6,5,Friday,23,Subscriber,8562
2015,6,5,Friday,24,Customer,1215
2015,6,5,Friday,24,Subscriber,5966
2015,6,5,Friday,25,Customer,4645
2015,6,5,Friday,25,Subscriber,10124
2015,6,5,Friday,26,Customer,2737
2015,6,5,Friday,26,Subscriber,6500
2015,6,6,Saturday,23,Customer,9296
2015,6,6,Saturday,23,Subscriber,7604
2015,6,6,Saturday,24,Customer,9513
2015,6,6,Saturday,24,Dependent,3
2015,6,6,Saturday,24,Subscriber,7296
2015,6,6,Saturday,25,Customer,8621
2015,6,6,Saturday,25,Subscriber,6799
2015,6,6,Saturday,26,Customer,12941
2015,6,6,Saturday,26,Subscriber,8761
2015,6,7,Sunday,24,Customer,3859
2015,6,7,Sunday,24,Subscriber,4652
2015,6,7,Sunday,25,Customer,6877
2015,6,7,Sunday,25,Subscriber,5880
2015,6,7,Sunday,26,Customer,10564
2015,6,7,Sunday,26,Subscriber,7162
2015,6,7,Sunday,27,Customer,11391
2015,6,7,Sunday,27,Subscriber,7561
2015,7,1,Monday,28,Customer,5090
2015,7,1,Monday,28,Dependent,1
2015,7,1,Monday,28,Subscriber,9461
2015,7,1,Monday,29,Customer,4109
2015,7,1,Monday,29,Subscriber,8674
2015,7,1,Monday,30,Customer,5767
2015,7,1,Monday,30,Dependent,4
2015,7,1,Monday,30,Subscriber,11131
2015,7,1,Monday,31,Customer,4879
2015,7,1,Monday,31,Dependent,2
2015,7,1,Monday,31,Subscriber,11611
2015,7,2,Tuesday,28,Customer,2955
2015,7,2,Tuesday,28,Dependent,1
2015,7,2,Tuesday,28,Subscriber,8946
2015,7,2,Tuesday,29,Customer,4229
2015,7,2,Tuesday,29,Subscriber,11401
2015,7,2,Tuesday,30,Customer,5348
2015,7,2,Tuesday,30,Subscriber,12559
2015,7,2,Tuesday,31,Customer,4211
2015,7,2,Tuesday,31,Subscriber,12236
2015,7,3,Wednesday,27,Customer,4608
2015,7,3,Wednesday,27,Subscriber,11021
2015,7,3,Wednesday,28,Customer,3362
2015,7,3,Wednesday,28,Subscriber,10393
2015,7,3,Wednesday,29,Customer,4683
2015,7,3,Wednesday,29,Dependent,1
2015,7,3,Wednesday,29,Subscriber,11884
2015,7,3,Wednesday,30,Customer,5190
2015,7,3,Wednesday,30,Subscriber,12565
2015,7,3,Wednesday,31,Customer,5003
2015,7,3,Wednesday,31,Subscriber,12535
2015,7,4,Thursday,27,Customer,5585
2015,7,4,Thursday,27,Subscriber,10349
2015,7,4,Thursday,28,Customer,4444
2015,7,4,Thursday,28,Subscriber,10669
2015,7,4,Thursday,29,Customer,2302
2015,7,4,Thursday,29,Subscriber,8280
2015,7,4,Thursday,30,Customer,5185
2015,7,4,Thursday,30,Dependent,6
2015,7,4,Thursday,30,Subscriber,12448
2015,7,4,Thursday,31,Customer,5935
2015,7,4,Thursday,31,Subscriber,12911
2015,7,5,Friday,27,Customer,13547
2015,7,5,Friday,27,Subscriber,7736
2015,7,5,Friday,28,Customer,7068
2015,7,5,Friday,28,Subscriber,11366
2015,7,5,Friday,29,Customer,5362
2015,7,5,Friday,29,Subscriber,10924
2015,7,5,Friday,30,Customer,6293
2015,7,5,Friday,30,Subscriber,11941
2015,7,5,Friday,31,Customer,6529
2015,7,5,Friday,31,Subscriber,12375
2015,7,6,Saturday,27,Customer,18279
2015,7,6,Saturday,27,Subscriber,6519
2015,7,6,Saturday,28,Customer,10834
2015,7,6,Saturday,28,Subscriber,7569
2015,7,6,Saturday,29,Customer,10168
2015,7,6,Saturday,29,Subscriber,7695
2015,7,6,Saturday,30,Customer,10455
2015,7,6,Saturday,30,Subscriber,8935
2015,7,7,Sunday,28,Customer,13438
2015,7,7,Sunday,28,Subscriber,6624
2015,7,7,Sunday,29,Customer,12347
2015,7,7,Sunday,29,Subscriber,8639
2015,7,7,Sunday,30,Customer,12080
2015,7,7,Sunday,30,Dependent,2
2015,7,7,Sunday,30,Subscriber,8373
2015,7,7,Sunday,31,Customer,8776
2015,7,7,Sunday,31,Subscriber,7814
2015,8,1,Monday,32,Customer,4765
2015,8,1,Monday,32,Dependent,3
2015,8,1,Monday,32,Subscriber,11951
2015,8,1,Monday,33,Customer,4503
2015,8,1,Monday,33,Subscriber,10715
2015,8,1,Monday,34,Customer,3476
2015,8,1,Monday,34,Subscriber,10618
2015,8,1,Monday,35,Customer,3364
2015,8,1,Monday,35,Dependent,1
2015,8,1,Monday,35,Subscriber,11454
2015,8,1,Monday,36,Customer,3565
2015,8,1,Monday,36,Dependent,2
2015,8,1,Monday,36,Subscriber,11895
2015,8,2,Tuesday,32,Customer,5423
2015,8,2,Tuesday,32,Subscriber,12949
2015,8,2,Tuesday,33,Customer,4615
2015,8,2,Tuesday,33,Subscriber,12873
2015,8,2,Tuesday,34,Customer,2640
2015,8,2,Tuesday,34,Subscriber,10124
2015,8,2,Tuesday,35,Customer,2599
2015,8,2,Tuesday,35,Dependent,2
2015,8,2,Tuesday,35,Subscriber,11700
2015,8,3,Wednesday,32,Customer,4765
2015,8,3,Wednesday,32,Subscriber,13112
2015,8,3,Wednesday,33,Customer,4722
2015,8,3,Wednesday,33,Subscriber,12756
2015,8,3,Wednesday,34,Customer,3106
2015,8,3,Wednesday,34,Dependent,1
2015,8,3,Wednesday,34,Subscriber,12397
2015,8,3,Wednesday,35,Customer,2201
2015,8,3,Wednesday,35,Dependent,3
2015,8,3,Wednesday,35,Subscriber,11697
2015,8,4,Thursday,32,Customer,5008
2015,8,4,Thursday,32,Dependent,2
2015,8,4,Thursday,32,Subscriber,12781
2015,8,4,Thursday,33,Customer,4686
2015,8,4,Thursday,33,Subscriber,12447
2015,8,4,Thursday,34,Customer,3689
2015,8,4,Thursday,34,Subscriber,12172
2015,8,4,Thursday,35,Customer,2796
2015,8,4,Thursday,35,Dependent,7
2015,8,4,Thursday,35,Subscriber,11942
2015,8,5,Friday,32,Customer,6041
2015,8,5,Friday,32,Subscriber,12212
2015,8,5,Friday,33,Customer,4767
2015,8,5,Friday,33,Subscriber,11154
2015,8,5,Friday,34,Customer,4839
2015,8,5,Friday,34,Subscriber,12169
2015,8,5,Friday,35,Customer,4054
2015,8,5,Friday,35,Dependent,2
2015,8,5,Friday,35,Subscriber,11371
2015,8,6,Saturday,31,Customer,11540
2015,8,6,Saturday,31,Subscriber,9128
2015,8,6,Saturday,32,Customer,10213
2015,8,6,Saturday,32,Subscriber,9001
2015,8,6,Saturday,33,Customer,9519
2015,8,6,Saturday,33,Subscriber,8458
2015,8,6,Saturday,34,Customer,10375
2015,8,6,Saturday,34,Subscriber,9390
2015,8,6,Saturday,35,Customer,2665
2015,8,6,Saturday,35,Dependent,2
2015,8,6,Saturday,35,Subscriber,4794
2015,8,7,Sunday,32,Customer,7707
2015,8,7,Sunday,32,Subscriber,7412
2015,8,7,Sunday,33,Customer,6549
2015,8,7,Sunday,33,Subscriber,7094
2015,8,7,Sunday,34,Customer,8508
2015,8,7,Sunday,34,Subscriber,8123
2015,8,7,Sunday,35,Customer,6721
2015,8,7,Sunday,35,Dependent,1
2015,8,7,Sunday,35,Subscriber,7572
2015,8,7,Sunday,36,Customer,6639
2015,8,7,Sunday,36,Dependent,2
2015,8,7,Sunday,36,Subscriber,7441
2015,9,1,Monday,37,Customer,8235
2015,9,1,Monday,37,Subscriber,6525
2015,9,1,Monday,38,Customer,3007
2015,9,1,Monday,38,Dependent,3
2015,9,1,Monday,38,Subscriber,11450
2015,9,1,Monday,39,Customer,3297
2015,9,1,Monday,39,Subscriber,11809
2015,9,1,Monday,40,Customer,2873
2015,9,1,Monday,40,Subscriber,11752
2015,9,2,Tuesday,36,Customer,2919
2015,9,2,Tuesday,36,Dependent,2
2015,9,2,Tuesday,36,Subscriber,12338
2015,9,2,Tuesday,37,Customer,1359
2015,9,2,Tuesday,37,Dependent,1
2015,9,2,Tuesday,37,Subscriber,8520
2015,9,2,Tuesday,38,Customer,2879
2015,9,2,Tuesday,38,Dependent,2
2015,9,2,Tuesday,38,Subscriber,12405
2015,9,2,Tuesday,39,Customer,2483
2015,9,2,Tuesday,39,Dependent,1
2015,9,2,Tuesday,39,Subscriber,12703
2015,9,2,Tuesday,40,Customer,784
2015,9,2,Tuesday,40,Subscriber,9352
2015,9,3,Wednesday,36,Customer,2540
2015,9,3,Wednesday,36,Subscriber,11908
2015,9,3,Wednesday,37,Customer,2115
2015,9,3,Wednesday,37,Subscriber,12238
2015,9,3,Wednesday,38,Customer,3044
2015,9,3,Wednesday,38,Dependent,2
2015,9,3,Wednesday,38,Subscriber,12557
2015,9,3,Wednesday,39,Customer,2489
2015,9,3,Wednesday,39,Dependent,2
2015,9,3,Wednesday,39,Subscriber,12490
2015,9,3,Wednesday,40,Customer,1188
2015,9,3,Wednesday,40,Dependent,2
2015,9,3,Wednesday,40,Subscriber,11122
2015,9,4,Thursday,36,Customer,3070
2015,9,4,Thursday,36,Subscriber,11423
2015,9,4,Thursday,37,Customer,1691
2015,9,4,Thursday,37,Subscriber,10937
2015,9,4,Thursday,38,Customer,2509
2015,9,4,Thursday,38,Subscriber,10320
2015,9,4,Thursday,39,Customer,2628
2015,9,4,Thursday,39,Dependent,2
2015,9,4,Thursday,39,Subscriber,11903
2015,9,5,Friday,36,Customer,4222
2015,9,5,Friday,36,Dependent,1
2015,9,5,Friday,36,Subscriber,11293
2015,9,5,Friday,37,Customer,1442
2015,9,5,Friday,37,Dependent,1
2015,9,5,Friday,37,Subscriber,8098
2015,9,5,Friday,38,Customer,2250
2015,9,5,Friday,38,Dependent,1
2015,9,5,Friday,38,Subscriber,8103
2015,9,5,Friday,39,Customer,3293
2015,9,5,Friday,39,Dependent,1
2015,9,5,Friday,39,Subscriber,11491
2015,9,6,Saturday,36,Customer,11610
2015,9,6,Saturday,36,Subscriber,6781
2015,9,6,Saturday,37,Customer,6283
2015,9,6,Saturday,37,Subscriber,6035
2015,9,6,Saturday,38,Customer,10388
2015,9,6,Saturday,38,Subscriber,8182
2015,9,6,Saturday,39,Customer,8456
2015,9,6,Saturday,39,Dependent,1
2015,9,6,Saturday,39,Subscriber,8468
2015,9,7,Sunday,37,Customer,11342
2015,9,7,Sunday,37,Subscriber,6481
2015,9,7,Sunday,38,Customer,6291
2015,9,7,Sunday,38,Dependent,1
2015,9,7,Sunday,38,Subscriber,7607
2015,9,7,Sunday,39,Customer,6735
2015,9,7,Sunday,39,Dependent,1
2015,9,7,Sunday,39,Subscriber,7949
2015,9,7,Sunday,40,Customer,6108
2015,9,7,Sunday,40,Subscriber,7274
2015,10,1,Monday,41,Customer,1219
2015,10,1,Monday,41,Subscriber,9791
2015,10,1,Monday,42,Customer,3697
2015,10,1,Monday,42,Subscriber,10173
2015,10,1,Monday,43,Customer,1704
2015,10,1,Monday,43,Dependent,3
2015,10,1,Monday,43,Subscriber,9665
2015,10,1,Monday,44,Customer,1250
2015,10,1,Monday,44,Subscriber,9496
2015,10,2,Tuesday,41,Customer,1427
2015,10,2,Tuesday,41,Subscriber,10953
2015,10,2,Tuesday,42,Customer,1494
2015,10,2,Tuesday,42,Subscriber,10247
2015,10,2,Tuesday,43,Customer,1586
2015,10,2,Tuesday,43,Dependent,2
2015,10,2,Tuesday,43,Subscriber,10514
2015,10,2,Tuesday,44,Customer,366
2015,10,2,Tuesday,44,Subscriber,6940
2015,10,3,Wednesday,41,Customer,1542
2015,10,3,Wednesday,41,Dependent,2
2015,10,3,Wednesday,41,Subscriber,11395
2015,10,3,Wednesday,42,Customer,1436
2015,10,3,Wednesday,42,Subscriber,10413
2015,10,3,Wednesday,43,Customer,1649
2015,10,3,Wednesday,43,Subscriber,11117
2015,10,3,Wednesday,44,Customer,223
2015,10,3,Wednesday,44,Dependent,2
2015,10,3,Wednesday,44,Subscriber,6159
2015,10,4,Thursday,40,Customer,1004
2015,10,4,Thursday,40,Dependent,3
2015,10,4,Thursday,40,Subscriber,10214
2015,10,4,Thursday,41,Customer,1883
2015,10,4,Thursday,41,Subscriber,10892
2015,10,4,Thursday,42,Customer,1411
2015,10,4,Thursday,42,Subscriber,10116
2015,10,4,Thursday,43,Customer,1345
2015,10,4,Thursday,43,Subscriber,10137
2015,10,4,Thursday,44,Customer,299
2015,10,4,Thursday,44,Subscriber,7287
2015,10,5,Friday,40,Customer,1450
2015,10,5,Friday,40,Subscriber,9440
2015,10,5,Friday,41,Customer,1895
2015,10,5,Friday,41,Subscriber,9813
2015,10,5,Friday,42,Customer,2154
2015,10,5,Friday,42,Subscriber,9004
2015,10,5,Friday,43,Customer,1257
2015,10,5,Friday,43,Subscriber,8424
2015,10,5,Friday,44,Customer,1407
2015,10,5,Friday,44,Dependent,1
2015,10,5,Friday,44,Subscriber,8473
2015,10,6,Saturday,40,Customer,1742
2015,10,6,Saturday,40,Subscriber,4484
2015,10,6,Saturday,41,Customer,5562
2015,10,6,Saturday,41,Subscriber,6908
2015,10,6,Saturday,42,Customer,2951
2015,10,6,Saturday,42,Subscriber,5174
2015,10,6,Saturday,43,Customer,2030
2015,10,6,Saturday,43,Subscriber,4480
2015,10,6,Saturday,44,Customer,152
2015,10,6,Saturday,44,Subscriber,1890
2015,10,7,Sunday,41,Customer,1686
2015,10,7,Sunday,41,Subscriber,4727
2015,10,7,Sunday,42,Customer,7184
2015,10,7,Sunday,42,Subscriber,7454
2015,10,7,Sunday,43,Customer,3105
2015,10,7,Sunday,43,Subscriber,5251
2015,10,7,Sunday,44,Customer,3643
2015,10,7,Sunday,44,Subscriber,5691
2015,11,1,Monday,45,Customer,1987
2015,11,1,Monday,45,Subscriber,10075
2015,11,1,Monday,46,Customer,889
2015,11,1,Monday,46,Subscriber,7844
2015,11,1,Monday,47,Customer,557
2015,11,1,Monday,47,Dependent,1
2015,11,1,Monday,47,Subscriber,7432
2015,11,1,Monday,48,Customer,96
2015,11,1,Monday,48,Subscriber,4176
2015,11,1,Monday,49,Customer,151
2015,11,1,Monday,49,Dependent,2
2015,11,1,Monday,49,Subscriber,4860
2015,11,2,Tuesday,45,Customer,1616
2015,11,2,Tuesday,45,Subscriber,10887
2015,11,2,Tuesday,46,Customer,694
2015,11,2,Tuesday,46,Subscriber,8463
2015,11,2,Tuesday,47,Customer,123
2015,11,2,Tuesday,47,Subscriber,5791
2015,11,2,Tuesday,48,Customer,229
2015,11,2,Tuesday,48,Subscriber,5252
2015,11,3,Wednesday,45,Customer,1413
2015,11,3,Wednesday,45,Subscriber,10462
2015,11,3,Wednesday,46,Customer,509
2015,11,3,Wednesday,46,Dependent,1
2015,11,3,Wednesday,46,Subscriber,7697
2015,11,3,Wednesday,47,Customer,215
2015,11,3,Wednesday,47,Subscriber,6755
2015,11,3,Wednesday,48,Customer,343
2015,11,3,Wednesday,48,Subscriber,4910
2015,11,4,Thursday,45,Customer,1078
2015,11,4,Thursday,45,Subscriber,9767
2015,11,4,Thursday,46,Customer,247
2015,11,4,Thursday,46,Subscriber,5740
2015,11,4,Thursday,47,Customer,225
2015,11,4,Thursday,47,Subscriber,6237
2015,11,4,Thursday,48,Customer,326
2015,11,4,Thursday,48,Subscriber,998
2015,11,5,Friday,45,Customer,975
2015,11,5,Friday,45,Subscriber,7810
2015,11,5,Friday,46,Customer,364
2015,11,5,Friday,46,Subscriber,6357
2015,11,5,Friday,47,Customer,267
2015,11,5,Friday,47,Dependent,1
2015,11,5,Friday,47,Subscriber,5705
2015,11,5,Friday,48,Customer,58
2015,11,5,Friday,48,Subscriber,988
2015,11,6,Saturday,45,Customer,2223
2015,11,6,Saturday,45,Subscriber,4889
2015,11,6,Saturday,46,Customer,1782
2015,11,6,Saturday,46,Subscriber,4397
2015,11,6,Saturday,47,Customer,47
2015,11,6,Saturday,47,Subscriber,771
2015,11,6,Saturday,48,Customer,472
2015,11,6,Saturday,48,Subscriber,1812
2015,11,7,Sunday,45,Customer,3115
2015,11,7,Sunday,45,Subscriber,5738
2015,11,7,Sunday,46,Customer,2057
2015,11,7,Sunday,46,Dependent,2
2015,11,7,Sunday,46,Subscriber,4475
2015,11,7,Sunday,47,Customer,2576
2015,11,7,Sunday,47,Subscriber,5130
2015,11,7,Sunday,48,Customer,90
2015,11,7,Sunday,48,Subscriber,1022
2015,11,7,Sunday,49,Customer,437
2015,11,7,Sunday,49,Subscriber,2165
2015,12,1,Monday,50,Customer,171
2015,12,1,Monday,50,Dependent,1
2015,12,1,Monday,50,Subscriber,5773
2015,12,1,Monday,51,Customer,136
2015,12,1,Monday,51,Subscriber,4777
2015,12,1,Monday,52,Customer,209
2015,12,1,Monday,52,Subscriber,3567
2015,12,1,Monday,53,Customer,15
2015,12,1,Monday,53,Subscriber,607
2015,12,2,Tuesday,49,Customer,176
2015,12,2,Tuesday,49,Subscriber,6235
2015,12,2,Tuesday,50,Customer,183
2015,12,2,Tuesday,50,Subscriber,6543
2015,12,2,Tuesday,51,Customer,323
2015,12,2,Tuesday,51,Subscriber,6026
2015,12,2,Tuesday,52,Customer,284
2015,12,2,Tuesday,52,Subscriber,4713
2015,12,2,Tuesday,53,Customer,40
2015,12,2,Tuesday,53,Subscriber,2035
2015,12,3,Wednesday,49,Customer,103
2015,12,3,Wednesday,49,Subscriber,4481
2015,12,3,Wednesday,50,Customer,242
2015,12,3,Wednesday,50,Dependent,2
2015,12,3,Wednesday,50,Subscriber,7148
2015,12,3,Wednesday,51,Customer,187
2015,12,3,Wednesday,51,Subscriber,5307
2015,12,3,Wednesday,52,Customer,106
2015,12,3,Wednesday,52,Subscriber,3413
2015,12,3,Wednesday,53,Customer,28
2015,12,3,Wednesday,53,Subscriber,1889
2015,12,4,Thursday,49,Customer,121
2015,12,4,Thursday,49,Subscriber,4853
2015,12,4,Thursday,50,Customer,273
2015,12,4,Thursday,50,Subscriber,6940
2015,12,4,Thursday,51,Customer,164
2015,12,4,Thursday,51,Subscriber,4959
2015,12,4,Thursday,52,Customer,218
2015,12,4,Thursday,52,Subscriber,1915
2015,12,4,Thursday,53,Customer,81
2015,12,4,Thursday,53,Subscriber,1771
2015,12,5,Friday,49,Customer,136
2015,12,5,Friday,49,Subscriber,1279
2015,12,5,Friday,50,Customer,423
2015,12,5,Friday,50,Subscriber,6875
2015,12,5,Friday,51,Customer,78
2015,12,5,Friday,51,Subscriber,4482
2015,12,5,Friday,52,Customer,467
2015,12,5,Friday,52,Subscriber,636
2015,12,6,Saturday,49,Customer,562
2015,12,6,Saturday,49,Subscriber,2212
2015,12,6,Saturday,50,Customer,888
2015,12,6,Saturday,50,Subscriber,3842
2015,12,6,Saturday,51,Customer,135
2015,12,6,Saturday,51,Subscriber,1966
2015,12,6,Saturday,52,Customer,137
2015,12,6,Saturday,52,Subscriber,762
2015,12,7,Sunday,50,Customer,567
2015,12,7,Sunday,50,Subscriber,3316
2015,12,7,Sunday,51,Customer,438
2015,12,7,Sunday,51,Subscriber,1992
2015,12,7,Sunday,52,Customer,337
2015,12,7,Sunday,52,Subscriber,2330
2015,12,7,Sunday,53,Customer,205
2015,12,7,Sunday,53,Subscriber,976
2016,1,1,Monday,2,Customer,61
2016,1,1,Monday,2,Subscriber,3772
2016,1,1,Monday,3,Customer,31
2016,1,1,Monday,3,Subscriber,2160
2016,1,1,Monday,4,Customer,9
2016,1,1,Monday,4,Subscriber,1224
2016,1,1,Monday,5,Customer,85
2016,1,1,Monday,5,Subscriber,3993
2016,1,2,Tuesday,2,Customer,89
2016,1,2,Tuesday,2,Subscriber,4100
2016,1,2,Tuesday,3,Customer,22
2016,1,2,Tuesday,3,Subscriber,1942
2016,1,2,Tuesday,4,Customer,46
2016,1,2,Tuesday,4,Subscriber,2615
2016,1,2,Tuesday,5,Customer,100
2016,1,2,Tuesday,5,Subscriber,4226
2016,1,3,Wednesday,2,Customer,97
2016,1,3,Wednesday,2,Subscriber,4511
2016,1,3,Wednesday,3,Customer,11
2016,1,3,Wednesday,3,Subscriber,2429
2016,1,3,Wednesday,4,Customer,28
2016,1,3,Wednesday,4,Subscriber,2905
2016,1,3,Wednesday,5,Customer,72
2016,1,3,Wednesday,5,Subscriber,4457
2016,1,4,Thursday,2,Customer,109
2016,1,4,Thursday,2,Subscriber,4919
2016,1,4,Thursday,3,Customer,104
2016,1,4,Thursday,3,Subscriber,4425
2016,1,4,Thursday,4,Customer,39
2016,1,4,Thursday,4,Subscriber,3792
2016,1,4,Thursday,5,Customer,111
2016,1,4,Thursday,5,Subscriber,4586
2016,1,5,Friday,1,Customer,84
2016,1,5,Friday,1,Subscriber,851
2016,1,5,Friday,2,Customer,84
2016,1,5,Friday,2,Subscriber,3341
2016,1,5,Friday,3,Customer,110
2016,1,5,Friday,3,Subscriber,4100
2016,1,5,Friday,4,Customer,50
2016,1,5,Friday,4,Subscriber,3462
2016,1,5,Friday,5,Customer,94
2016,1,5,Friday,5,Subscriber,4508
2016,1,6,Saturday,1,Customer,121
2016,1,6,Saturday,1,Subscriber,1300
2016,1,6,Saturday,2,Customer,71
2016,1,6,Saturday,2,Subscriber,1662
2016,1,6,Saturday,3,Customer,172
2016,1,6,Saturday,3,Subscriber,2029
2016,1,6,Saturday,4,Customer,174
2016,1,6,Saturday,4,Subscriber,2103
2016,1,6,Saturday,5,Customer,856
2016,1,6,Saturday,5,Subscriber,3263
2016,1,7,Sunday,2,Customer,110
2016,1,7,Sunday,2,Subscriber,1289
2016,1,7,Sunday,3,Customer,19
2016,1,7,Sunday,3,Subscriber,974
2016,1,7,Sunday,4,Customer,28
2016,1,7,Sunday,4,Subscriber,702
2016,1,7,Sunday,5,Customer,192
2016,1,7,Sunday,5,Subscriber,1796
2016,1,7,Sunday,6,Customer,286
2016,1,7,Sunday,6,Subscriber,1928
2016,2,1,Monday,6,Customer,268
2016,2,1,Monday,6,Subscriber,5215
2016,2,1,Monday,7,Customer,78
2016,2,1,Monday,7,Subscriber,4071
2016,2,1,Monday,8,Customer,38
2016,2,1,Monday,8,Subscriber,2055
2016,2,1,Monday,9,Customer,182
2016,2,1,Monday,9,Subscriber,5195
2016,2,1,Monday,10,Customer,320
2016,2,1,Monday,10,Subscriber,4732
2016,2,2,Tuesday,6,Customer,31
2016,2,2,Tuesday,6,Subscriber,3033
2016,2,2,Tuesday,7,Customer,27
2016,2,2,Tuesday,7,Subscriber,3044
2016,2,2,Tuesday,8,Customer,39
2016,2,2,Tuesday,8,Subscriber,3503
2016,2,2,Tuesday,9,Customer,133
2016,2,2,Tuesday,9,Subscriber,5280
2016,2,3,Wednesday,6,Customer,59
2016,2,3,Wednesday,6,Subscriber,4547
2016,2,3,Wednesday,7,Customer,22
2016,2,3,Wednesday,7,Subscriber,3067
2016,2,3,Wednesday,8,Customer,47
2016,2,3,Wednesday,8,Subscriber,4306
2016,2,3,Wednesday,9,Customer,32
2016,2,3,Wednesday,9,Subscriber,2931
2016,2,4,Thursday,6,Customer,138
2016,2,4,Thursday,6,Subscriber,4492
2016,2,4,Thursday,7,Customer,50
2016,2,4,Thursday,7,Subscriber,3243
2016,2,4,Thursday,8,Customer,75
2016,2,4,Thursday,8,Subscriber,4543
2016,2,4,Thursday,9,Customer,84
2016,2,4,Thursday,9,Subscriber,4137
2016,2,5,Friday,6,Customer,142
2016,2,5,Friday,6,Subscriber,4307
2016,2,5,Friday,7,Customer,74
2016,2,5,Friday,7,Subscriber,3142
2016,2,5,Friday,8,Customer,560
2016,2,5,Friday,8,Subscriber,5336
2016,2,5,Friday,9,Customer,138
2016,2,5,Friday,9,Subscriber,4045
2016,2,6,Saturday,6,Customer,652
2016,2,6,Saturday,6,Subscriber,2757
2016,2,6,Saturday,7,Customer,66
2016,2,6,Saturday,7,Subscriber,1165
2016,2,6,Saturday,8,Customer,3278
2016,2,6,Saturday,8,Subscriber,5086
2016,2,6,Saturday,9,Customer,1831
2016,2,6,Saturday,9,Subscriber,4202
2016,2,7,Sunday,7,Customer,396
2016,2,7,Sunday,7,Subscriber,2624
2016,2,7,Sunday,8,Customer,21
2016,2,7,Sunday,8,Subscriber,568
2016,2,7,Sunday,9,Customer,481
2016,2,7,Sunday,9,Subscriber,2379
2016,2,7,Sunday,10,Customer,2011
2016,2,7,Sunday,10,Subscriber,3837
2016,3,1,Monday,11,Customer,764
2016,3,1,Monday,11,Subscriber,6791
2016,3,1,Monday,12,Customer,897
2016,3,1,Monday,12,Subscriber,6369
2016,3,1,Monday,13,Customer,1040
2016,3,1,Monday,13,Subscriber,6063
2016,3,1,Monday,14,Customer,551
2016,3,1,Monday,14,Subscriber,6463
2016,3,2,Tuesday,10,Customer,35
2016,3,2,Tuesday,10,Subscriber,2714
2016,3,2,Tuesday,11,Customer,1641
2016,3,2,Tuesday,11,Subscriber,8518
2016,3,2,Tuesday,12,Customer,564
2016,3,2,Tuesday,12,Subscriber,6909
2016,3,2,Tuesday,13,Customer,1484
2016,3,2,Tuesday,13,Subscriber,7695
2016,3,2,Tuesday,14,Customer,1273
2016,3,2,Tuesday,14,Subscriber,7810
2016,3,3,Wednesday,10,Customer,113
2016,3,3,Wednesday,10,Subscriber,3822
2016,3,3,Wednesday,11,Customer,953
2016,3,3,Wednesday,11,Subscriber,7512
2016,3,3,Wednesday,12,Customer,641
2016,3,3,Wednesday,12,Subscriber,5766
2016,3,3,Wednesday,13,Customer,347
2016,3,3,Wednesday,13,Subscriber,4654
2016,3,3,Wednesday,14,Customer,708
2016,3,3,Wednesday,14,Subscriber,6062
2016,3,4,Thursday,10,Customer,76
2016,3,4,Thursday,10,Subscriber,3435
2016,3,4,Thursday,11,Customer,568
2016,3,4,Thursday,11,Subscriber,6584
2016,3,4,Thursday,12,Customer,1138
2016,3,4,Thursday,12,Subscriber,6974
2016,3,4,Thursday,13,Customer,25
2016,3,4,Thursday,13,Subscriber,2102
2016,3,4,Thursday,14,Customer,737
2016,3,4,Thursday,14,Subscriber,6263
2016,3,5,Friday,10,Customer,181
2016,3,5,Friday,10,Subscriber,4337
2016,3,5,Friday,11,Customer,1106
2016,3,5,Friday,11,Subscriber,6753
2016,3,5,Friday,12,Customer,930
2016,3,5,Friday,12,Subscriber,6045
2016,3,5,Friday,13,Customer,892
2016,3,5,Friday,13,Subscriber,4973
2016,3,6,Saturday,10,Customer,344
2016,3,6,Saturday,10,Subscriber,2424
2016,3,6,Saturday,11,Customer,1464
2016,3,6,Saturday,11,Subscriber,4116
2016,3,6,Saturday,12,Customer,1268
2016,3,6,Saturday,12,Subscriber,3458
2016,3,6,Saturday,13,Customer,3135
2016,3,6,Saturday,13,Subscriber,3912
2016,3,7,Sunday,11,Customer,1054
2016,3,7,Sunday,11,Subscriber,3229
2016,3,7,Sunday,12,Customer,80
2016,3,7,Sunday,12,Subscriber,868
2016,3,7,Sunday,13,Customer,1044
2016,3,7,Sunday,13,Subscriber,3134
2016,3,7,Sunday,14,Customer,2217
2016,3,7,Sunday,14,Subscriber,2916
2016,4,1,Monday,15,Customer,110
2016,4,1,Monday,15,Subscriber,4374
2016,4,1,Monday,16,Customer,654
2016,4,1,Monday,16,Subscriber,7397
2016,4,1,Monday,17,Customer,3124
2016,4,1,Monday,17,Subscriber,9776
2016,4,1,Monday,18,Customer,2383
2016,4,1,Monday,18,Subscriber,10152
2016,4,2,Tuesday,15,Customer,421
2016,4,2,Tuesday,15,Subscriber,5788
2016,4,2,Tuesday,16,Customer,469
2016,4,2,Tuesday,16,Subscriber,7011
2016,4,2,Tuesday,17,Customer,843
2016,4,2,Tuesday,17,Subscriber,7846
2016,4,2,Tuesday,18,Customer,558
2016,4,2,Tuesday,18,Subscriber,6755
2016,4,3,Wednesday,15,Customer,70
2016,4,3,Wednesday,15,Subscriber,3663
